dx.obs,change,dx.bearing,dx.resultant,mag.resultant,dx.0,dist.0,dx.1,dist.1,dx.2,dist.2,dx.3,dist.3,dx.4,dist.4,dx.5,dist.5,dx.6,dist.6,dx.7,dist.7,dx.8,dist.8,dx.9,dist.9,dx.10,dist.10,dx.11,dist.11,dx.12,dist.12,dx.13,dist.13,RevisitT,time,x,y,iid,dy.obs,dy.bearing,dy.resultant,dy.0,dy.1,dy.2,dy.3,dy.4,dy.5,dy.6,dy.7,dy.8,dy.9,dy.10,dy.11,dy.12,dy.13
-0.960718617,dx,-0.899337012,-0.617489589,0.71254193,0.207977347,84.33158755,NA,NA,-0.916455649,120.375691,0.163420788,128.6985956,-0.719566321,120.5079276,0.015141551,121.8802707,-0.99759192,78.3786797,0.842614841,7.084942856,-0.712853182,87.75887327,-0.819155531,113.5023984,NA,NA,-0.839111524,135.4289709,-0.733654711,81.39725949,-0.770611643,110.169308,1380,2007-05-10T14:43,447185.0472,6185603.412,99.12620876,-0.277524303,-0.437256148,-0.786579054,-0.978133643,NA,-0.400136281,-0.986556459,-0.694423725,-0.99988536,-0.069356772,0.538516694,-0.701313298,-0.573571456,NA,-0.543959419,-0.679522453,-0.637305026
-0.962173917,dx,-0.960718617,-0.167598158,0.694300065,0.660910926,122.8735469,NA,NA,-0.837539177,39.34445081,0.432640631,144.4923483,-0.379619728,72.89490906,0.549982543,154.7028636,-0.991315517,23.85935776,0.997866161,7.816725174,-0.011684755,61.08517332,-0.569829996,101.2628436,NA,NA,-0.677726927,91.52360537,-0.145660318,66.98492122,-0.424384892,63.93267721,1320,2007-05-10T14:52,447001.2822,6185550.327,79.23111853,-0.272435961,-0.277524303,-0.985855394,-0.750464355,NA,-0.546377275,-0.901566461,-0.925142617,-0.835176151,0.131504929,0.065292605,-0.999931731,-0.821762603,NA,-0.735313683,-0.989334661,-0.905481896
-0.974928893,dx,-0.962173917,-0.367935316,0.88671973,0.528931356,140.9184787,NA,NA,-0.690422268,88.33923703,0.260002442,151.600022,-0.668809134,87.61354517,0.248593894,148.6796672,-0.842468286,44.98847153,-0.752804566,22.80979142,-0.268698409,78.1034281,-0.334116444,89.28173453,NA,NA,-0.765420551,107.3400842,-0.318911497,93.67941262,-0.310942698,77.46011153,1980,2007-05-10T15:05,446826.9783,6185500.974,94.23449867,-0.222516636,-0.272435961,-0.929851388,-0.84866461,NA,-0.723406588,-0.965607959,-0.743434155,-0.968607803,-0.53874594,-0.658244093,-0.963224359,-0.942531804,NA,-0.643530403,-0.947784499,-0.950428661
-0.992461539,dx,-0.974928893,-0.606684703,0.887692977,-0.821916917,103.9573679,NA,NA,-0.862276857,45.0202161,0.098310643,115.5023298,-0.804612226,55.98613644,-0.016708555,108.1688656,-0.535556975,56.2469143,-0.552956324,4.384775243,-0.51497864,16.87074529,-0.980872983,114.7914833,NA,NA,-0.965633461,137.7221442,0.072283361,82.24143547,-0.57767829,28.2695746,1680,2007-05-10T15:25,446479.0041,6185421.552,72.43016569,0.122556488,-0.222516636,-0.794942558,-0.569607392,NA,-0.506437185,-0.995155775,-0.59380061,-0.999860402,-0.844499098,-0.83321024,-0.85720301,-0.194648891,NA,-0.259907711,-0.997384137,-0.816264536
-0.911791819,dx,-0.992461539,-0.105110354,0.847298209,-0.638689111,105.2137079,NA,NA,0.745860957,56.70875076,0.22047902,143.0374803,-0.526901863,80.41375874,0.434139557,109.1227056,0.192904995,85.3485708,0.099166934,25.54011595,-0.207543855,27.01762958,-0.73375089,86.95827941,NA,NA,-0.669755791,98.24306652,0.625191913,103.5286247,-0.609819053,97.28700671,960,2007-05-10T15:33,446302.2681,6185443.377,84.86830809,-0.410652746,0.122556488,-0.994460564,-0.769464892,NA,-0.666101669,-0.975391717,-0.84992613,-0.900845628,-0.981217439,-0.995070811,-0.978225714,-0.679418598,NA,-0.74258143,-0.780471058,-0.792540675
-0.92538671,dx,-0.911791819,-0.616733166,0.847596352,NA,NA,NA,NA,-0.715482369,18.35227663,-0.269120007,121.6237081,NA,NA,0.034950449,45.34124605,-0.240632351,51.73141389,-0.327925422,14.92478678,-0.844455152,12.21087958,-0.872974639,82.42391579,NA,NA,-0.832556158,68.47477995,-0.434137645,24.73047409,-0.725074039,49.13820079,1200,2007-05-10T15:41,446262.0764,6185425.276,48.89516816,-0.379024323,-0.410652746,-0.787172282,NA,NA,-0.698630789,-0.963106651,NA,-0.999389046,-0.970616336,-0.944703614,0.535626266,-0.487765599,NA,-0.55394065,-0.900846549,-0.688670922
0.32007873,dx,-0.195403668,0.995336325,0.522501446,-0.525791397,4.794115977,NA,NA,0.94179412,13.17073982,0.831459899,11.6159596,0.837577213,6.335168725,0.124789566,9.482487469,-0.322553319,6.148890291,0.938990654,13.47998909,0.935540444,12.2387323,0.419398817,13.55689234,NA,NA,0.756720604,8.36844186,0.374880424,13.73855309,0.927968916,12.32000212,1200,2007-05-11T06:24,445366.0047,6184938.85,10.43749772,-0.947390947,0.9807229,-0.096465541,-0.850613547,NA,-0.336190177,0.555584769,0.546318966,-0.992183231,-0.946551296,-0.343942657,-0.353219588,0.907802089,NA,0.653738424,0.927073173,-0.372657606
-0.75424425,dx,0.32007873,0.769991216,0.832085063,0.202024014,9.096438425,NA,NA,0.946679644,15.54755108,0.600898495,22.02378867,0.430132604,11.50407425,0.933563707,6.66853601,0.456963923,11.67878691,0.994425959,14.16554517,0.999997767,11.22122662,0.290116294,19.49771573,NA,NA,0.566172707,21.11484691,0.267533051,19.54742824,0.999870201,11.11355357,1200,2007-05-11T06:34,445367.7766,6184933.605,14.4316243,0.656593948,-0.947390947,0.638054487,0.979380568,NA,0.322176429,0.79932534,0.902765719,-0.358411502,0.889485229,0.105437238,0.002113206,0.956991398,NA,0.824286641,0.963548684,-0.016111533
0.976123947,dx,-0.75424425,0.789653567,0.875625013,0.302765815,7.736880847,NA,NA,0.893738099,20.69817035,0.65080041,26.04943005,0.477773798,12.58454001,0.90791211,8.136868131,0.476089935,12.39651225,0.971616557,19.05134761,0.999943181,15.50233637,0.432586897,16.58809759,NA,NA,0.775225437,29.55705335,0.453986029,17.19536526,0.954846705,20.48571084,960,2007-05-11T06:44,445365.7053,6184935.409,17.16519272,-0.217214272,0.656593948,0.613552967,0.953064983,NA,0.448589133,0.759248857,0.878482895,-0.419160591,0.879396597,0.236561337,-0.010659969,0.901592245,NA,0.63168467,0.891008802,0.297098922
-0.47470739,dx,0.976123947,-0.44189267,0.913927759,-0.862404232,4.772198597,NA,NA,-0.40292228,14.77439488,-0.151894728,25.72926201,-0.293487025,21.02735543,-0.916026204,8.542860653,-0.431762405,16.84277483,-0.451539141,12.77204133,-0.834611228,6.879058404,-0.350885159,21.09223603,NA,NA,0.185177831,24.1098797,-0.555484959,19.07992172,0.219543923,21.76139954,840,2007-05-11T06:50,445388.6264,6184930.308,16.44861526,-0.880143678,-0.217214272,0.897067928,0.50622025,NA,0.915234198,0.988396677,0.955963057,0.401118429,0.901987376,0.892251312,0.550839449,0.936418499,NA,0.982705027,0.831526584,0.975602617
0.992214572,dx,-0.47470739,0.494670866,0.827063746,0.212198405,0.591592572,NA,NA,0.383107108,17.60662864,0.24134328,31.7630333,0.279024183,27.47879852,0.840913925,14.630852,0.366580167,17.46225953,0.75746576,12.04421576,0.488617005,12.74542587,0.29661569,24.66221022,NA,NA,0.278804015,25.50967927,0.479618398,13.51860426,0.285204407,27.9197199,720,2007-05-11T06:58,445386.9103,6184927.126,18.82775166,0.124540126,-0.880143678,0.869080396,-0.977226605,NA,0.923703926,0.970439808,0.960284075,0.541168893,0.930386469,0.65287489,0.872498379,0.954996928,NA,0.960348021,0.877477175,0.958466716
-0.349803203,dx,0.992214572,0.291130901,0.939757787,0.920318421,3.62664802,NA,NA,-0.002856808,15.21102808,0.099660896,30.68833711,0.060711331,26.17762817,0.733772107,9.382853252,0.120639894,15.40255004,0.541135198,7.300166826,0.254912886,20.68921855,0.051473444,23.50703779,NA,NA,0.060089077,24.19392797,0.366701147,30.6711635,0.076552756,26.19111698,480,2007-05-11T07:02,445393.0834,6184927.901,19.42013969,0.936823206,0.124540126,0.956683228,0.391170046,NA,0.999995919,0.99502146,0.998155366,0.679395684,0.992696336,0.840935608,0.966964022,0.998674364,NA,0.998193019,0.930338793,0.997065532
0.070169505,dx,-0.349803203,0.306113373,0.936864079,0.107669196,10.61436368,NA,NA,0.005398707,14.49884129,0.125082361,30.1708963,0.111457912,25.38971435,0.860880987,9.8466809,0.363782338,17.99880113,0.910934754,4.71952,0.389917628,22.00759702,0.087831604,22.7250848,NA,NA,0.108336422,22.39567954,0.265313792,30.88938681,0.104833827,24.71368351,480,2007-05-11T07:06,445392.0608,6184930.64,19.66418744,0.997535082,0.936823206,0.951995065,0.994186775,NA,0.999985427,0.992146362,0.993769155,0.508806375,0.931483983,0.41255045,0.92084974,0.996135337,NA,0.994114289,0.964162119,0.994489753
-0.139443372,dx,0.070169505,0.384742099,0.511950603,-0.176231229,6.644707669,NA,NA,-0.094378609,2.155539525,0.111614678,18.5489741,0.140714248,11.01506703,0.541403886,11.47768637,0.540087949,5.404486224,0.206869695,12.70266771,0.740116232,10.0421729,0.105784388,13.12661624,NA,NA,0.013734368,9.422464743,0.115653122,12.61282021,0.118258528,12.61311827,480,2007-05-11T07:10,445393.0515,6184944.725,10.48052675,-0.990230047,0.997535082,0.923024115,-0.984348797,NA,0.995536377,0.99375156,0.990050252,-0.840762649,0.841608583,-0.978368504,0.672478969,0.99438909,NA,0.999905679,0.993289663,0.99298284
-0.236451839,dx,-0.139443372,0.369598763,0.534202882,-0.165181717,5.885609739,NA,NA,-0.125713692,2.857207521,0.103964007,19.84832013,0.086550185,10.07238169,0.633333925,11.23364248,0.612890172,4.77652789,0.407157298,11.61256305,0.472498435,15.4497395,0.130977118,17.13783575,NA,NA,-0.026055399,10.92057753,0.08656459,10.68936782,0.152303508,15.63550484,480,2007-05-11T07:14,445392.8382,6184943.21,11.34327316,0.97164321,-0.990230047,0.929191452,-0.98626315,NA,0.992066564,0.99458106,0.996247492,-0.773878633,0.790168107,-0.913358054,0.881331509,0.991385392,NA,0.9996605,0.996246241,0.98833377
0.257435461,dx,-0.236451839,0.407818635,0.942185081,0.163054003,59.84226033,NA,NA,0.195582612,7.923315152,0.177705338,16.82131232,0.248479245,14.0998815,0.916708087,0.762393187,0.880211239,6.699725858,0.700315633,9.326518919,0.329048434,23.71866699,0.198754354,15.30450499,NA,NA,0.255359254,16.01285899,0.267073301,18.72333579,0.27859608,15.66499062,480,2007-05-11T07:18,445392.3009,6184945.418,17.07498039,0.966295495,0.97164321,0.913062956,0.986617146,NA,0.980687229,0.984083743,0.96863722,0.39955761,0.474582105,0.713833324,0.944313046,0.980049339,NA,0.96684624,0.963676217,0.960408363
0.309584655,dx,0.257435461,0.346051039,0.534618538,0.007545821,79.44244171,NA,NA,-0.101561128,2.350594215,-0.128030116,5.455708909,0.358626651,30.98021241,-0.272772074,4.950083653,0.476372303,9.029947302,0.585981179,4.24703102,0.311698381,27.64952037,-0.053903531,4.091067808,NA,NA,0.369043532,26.8027606,0.437528353,51.5223125,0.229533912,12.36656918,480,2007-05-11T07:22,445395.4232,6184957.137,21.57402081,0.950871885,0.966295495,0.938215689,0.99997153,NA,0.994829301,0.991770281,0.933481079,-0.962078685,-0.879243668,-0.810324662,0.950181098,0.998546148,NA,0.929412111,0.899204616,0.973300664
0.662836283,dx,0.309584655,0.83772663,0.458841122,-0.318197962,45.59108238,NA,NA,0.996012097,11.75812727,0.184470706,15.63404272,0.99803507,13.88637081,0.315788562,9.962974138,-0.129637278,29.52721535,0.005364316,14.64786925,0.16405912,13.05079348,0.482865214,9.885013251,NA,NA,0.93955396,15.03661927,0.745492042,42.09256135,0.228795129,26.7293124,480,2007-05-11T07:26,445417.7428,6185025.691,20.65016514,0.748764357,0.950871885,-0.546089821,0.948024291,NA,-0.089218289,-0.982838012,-0.062657796,-0.948829586,-0.991561484,-0.999985612,-0.986450508,-0.875694687,NA,0.342400871,0.666514527,0.973474596
